MAL_ID	Name	Score	Genders	English name	Japanese name	Type	Episodes	Aired	Premiered	Producers	Licensors	Studios	Source	Duration	Rating	Ranked	Popularity	Members	Favorites	Watching	Completed	On-Hold	Dropped	Plan to Watch	Score-10	Score-9	Score-8	Score-7	Score-6	Score-5	Score-4	Score-3	Score-2	Score-1	Theme	Demographic	Themes	Genre	Spanish	French	German	Demographics	Previewed
8332	Kudan		Award Winning, Fantasy	Unknown	クダン	Movie	1	2008	Unknown	Unknown	Unknown	Unknown	Unknown	9 min.	PG - Children	"8204"	16493	410	0	15	258	5	36	96	10	10	26	41	51	36	10	8	3	7									
8526	Honey Tokyo		Sci-Fi	Honey Tokyo	ハニー東京	ONA	1	Apr 1, 2010	Unknown	Unknown	Unknown	Studio 4°C	Original	11 min.	G - All Ages	"11194"	10531	2328	0	63	1523	21	54	667	26	28	64	159	281	271	109	70	32	38				"Sci-Fi
           

            Sci-Fi"					
8526	Honey Tokyo		Sci-Fi	Honey Tokyo	ハニー東京	ONA	1	Apr 1, 2010	Unknown	Unknown	Unknown	Studio 4°C	Original	11 min.	G - All Ages	"11194"	10531	2328	0	63	1523	21	54	667	26	28	64	159	281	271	109	70	32	38				"Sci-Fi
           

            Sci-Fi"					
8577	Aki-Sora: Yume no Naka		Erotica, Seinen	Aki-Sora:In a Dream	あきそら～夢の中～	OVA	2	Jul 30, 2010 to Nov 17, 2010	Unknown	Frontier Works, Akita Shoten	Unknown	Hoods Entertainment	Manga	24 min. per ep.	R+ - Mild Nudity	"N/A"	2360	77827	128	2117	64492	861	1124	9233	3205	2544	5095	8454	9348	6788	3481	2330	1920	2027		"Seinen
            

             Seinen"		"Erotica
            

             Erotica"					
8577	Aki-Sora: Yume no Naka		Erotica, Seinen	Aki-Sora:In a Dream	あきそら～夢の中～	OVA	2	Jul 30, 2010 to Nov 17, 2010	Unknown	Frontier Works, Akita Shoten	Unknown	Hoods Entertainment	Manga	24 min. per ep.	R+ - Mild Nudity	"N/A"	2360	77827	128	2117	64492	861	1124	9233	3205	2544	5095	8454	9348	6788	3481	2330	1920	2027		"Seinen
            

             Seinen"		"Erotica
            

             Erotica"					
8651	Newmanoid Cam: Cam Castin		Hentai	Unknown	Newmanoid CAM ～キャム＝キャスティン～	OVA	1	Apr 19, 2010	Unknown	Pixy	Unknown	Anime Antenna Iinkai	Manga	15 min.	Rx - Hentai	"N/A"	8580	4497	12	296	2837	167	164	1033	179	129	241	418	362	251	126	67	63	44				"Hentai
           

            Hentai"					
8651	Newmanoid Cam: Cam Castin		Hentai	Unknown	Newmanoid CAM ～キャム＝キャスティン～	OVA	1	Apr 19, 2010	Unknown	Pixy	Unknown	Anime Antenna Iinkai	Manga	15 min.	Rx - Hentai	"N/A"	8580	4497	12	296	2837	167	164	1033	179	129	241	418	362	251	126	67	63	44				"Hentai
           

            Hentai"					
8663	Yokoo's 3 Animation Films		Avant Garde, Romance	Unknown	横尾忠則 アニメーション集 64-65	Movie	3	1964 to 1965	Unknown	Unknown	Unknown	Unknown	Original	5 min. per ep.	PG-13 - Teens 13 or older	"13128"	12412	1217	3	38	773	16	61	329	21	7	11	49	60	71	69	69	72	109									
8663	Yokoo's 3 Animation Films		Avant Garde, Romance	Unknown	横尾忠則 アニメーション集 64-65	Movie	3	1964 to 1965	Unknown	Unknown	Unknown	Unknown	Original	5 min. per ep.	PG-13 - Teens 13 or older	"13128"	12412	1217	3	38	773	16	61	329	21	7	11	49	60	71	69	69	72	109									
8682	Television		Horror	Unknown	テレビ	ONA	1	2004	Unknown	Space Neko Company	Unknown	Unknown	Original	2 min.	PG - Children	"12189"	13953	780	0	22	566	6	30	156	9	4	14	60	85	109	37	30	33	30				"Horror
           

            Horror"					
8682	Television		Horror	Unknown	テレビ	ONA	1	2004	Unknown	Space Neko Company	Unknown	Unknown	Original	2 min.	PG - Children	"12189"	13953	780	0	22	566	6	30	156	9	4	14	60	85	109	37	30	33	30				"Horror
           

            Horror"					
8767	Shin Tenchi Muyou! Specials		Comedy, Romance, Sci-Fi	Unknown	新・天地無用!	Special	6	Jan 1, 1997 to Sep 23, 1997	Unknown	Pioneer LDC	Unknown	AIC	Original	4 min. per ep.	PG-13 - Teens 13 or older	"5506"	8747	4248	2	144	2302	99	102	1601	120	108	218	381	284	134	73	23	19	17									
8767	Shin Tenchi Muyou! Specials		Comedy, Romance, Sci-Fi	Unknown	新・天地無用!	Special	6	Jan 1, 1997 to Sep 23, 1997	Unknown	Pioneer LDC	Unknown	AIC	Original	4 min. per ep.	PG-13 - Teens 13 or older	"5506"	8747	4248	2	144	2302	99	102	1601	120	108	218	381	284	134	73	23	19	17									
8848	Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!		Comedy, Gourmet, Slice of Life, Seinen	Unknown	美味しんぼ　究極対至高　長寿料理対決!!	Movie	1	Dec 11, 1992	Unknown	Nippon Television Network	Unknown	Shin-Ei Animation	Manga	1 hr. 30 min.	PG-13 - Teens 13 or older	"8640"	13573	866	0	50	347	22	60	387	19	5	32	38	74	31	21	9	3	9		"Seinen
           

            Seinen"							
8848	Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!		Comedy, Gourmet, Slice of Life, Seinen	Unknown	美味しんぼ　究極対至高　長寿料理対決!!	Movie	1	Dec 11, 1992	Unknown	Nippon Television Network	Unknown	Shin-Ei Animation	Manga	1 hr. 30 min.	PG-13 - Teens 13 or older	"8640"	13573	866	0	50	347	22	60	387	19	5	32	38	74	31	21	9	3	9		"Seinen
           

            Seinen"							
8949	Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi		Kids	Hamtaro:Ham-Hams Ahoy!	ハムちゃんずの宝さがし大作戦〜はむはー!すてきな海のなつやすみ〜	OVA	1	Mar 1, 2003	Unknown	Shogakukan-Shueisha Productions	Unknown	TMS Entertainment	Unknown	44 min.	PG - Children	"7446"	11487	1677	1	60	934	35	84	564	56	30	56	109	148	82	25	16	6	11		"Kids
            

             Kids"							
8949	Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi		Kids	Hamtaro:Ham-Hams Ahoy!	ハムちゃんずの宝さがし大作戦〜はむはー!すてきな海のなつやすみ〜	OVA	1	Mar 1, 2003	Unknown	Shogakukan-Shueisha Productions	Unknown	TMS Entertainment	Unknown	44 min.	PG - Children	"7446"	11487	1677	1	60	934	35	84	564	56	30	56	109	148	82	25	16	6	11		"Kids
            

             Kids"							
9121	Heroman Specials		Action, Sci-Fi, Mecha, Super Power	Unknown	ヒーローマン	Special	3	Sep 22, 2010 to Mar 16, 2011	Unknown	Unknown	Unknown	Bones	Original	4 min. per ep.	PG-13 - Teens 13 or older	"7645"	9608	3141	1	135	1725	79	111	1091	63	45	141	275	314	188	64	33	10	19			"Mecha
           

            Mecha
           
           ,
           
            Super Power
           

            Super Power"						
9121	Heroman Specials		Action, Sci-Fi, Mecha, Super Power	Unknown	ヒーローマン	Special	3	Sep 22, 2010 to Mar 16, 2011	Unknown	Unknown	Unknown	Bones	Original	4 min. per ep.	PG-13 - Teens 13 or older	"7645"	9608	3141	1	135	1725	79	111	1091	63	45	141	275	314	188	64	33	10	19			"Mecha
           

            Mecha
           
           ,
           
            Super Power
           

            Super Power"						
9417	Jin Hou Xiang Yao		Adventure	Unknown	金猴降妖	Movie	1	1985	Unknown	Unknown	Unknown	Shanghai Animation Film Studio	Unknown	1 hr. 29 min.	PG - Children	"8926"	16612	402	0	25	176	11	63	127	12	4	10	27	24	24	10	3	2	5				"Adventure
           

            Adventure"					
9417	Jin Hou Xiang Yao		Adventure	Unknown	金猴降妖	Movie	1	1985	Unknown	Unknown	Unknown	Shanghai Animation Film Studio	Unknown	1 hr. 29 min.	PG - Children	"8926"	16612	402	0	25	176	11	63	127	12	4	10	27	24	24	10	3	2	5				"Adventure
           

            Adventure"					
9673	Tegamibachi: Omakebachi		Comedy	Letter Bee Reverse Specials	裏テガミバチ	Special	25	Dec 22, 2010 to Aug 26, 2011	Unknown	Pierrot	Unknown	Pierrot Plus	Original	3 min. per ep.	PG-13 - Teens 13 or older	"5015"	7897	5589	3	238	1714	204	159	3274	96	81	178	338	208	104	33	14	10	14				"Comedy
            

             Comedy"					
9673	Tegamibachi: Omakebachi		Comedy	Letter Bee Reverse Specials	裏テガミバチ	Special	25	Dec 22, 2010 to Aug 26, 2011	Unknown	Pierrot	Unknown	Pierrot Plus	Original	3 min. per ep.	PG-13 - Teens 13 or older	"5015"	7897	5589	3	238	1714	204	159	3274	96	81	178	338	208	104	33	14	10	14				"Comedy
            

             Comedy"					
10263	Sonic X Pilot		Action, Adventure, Comedy, Sci-Fi, Mecha, Kids	Unknown	ソニック X	Special	2	2001 to 2003	Unknown	Unknown	Discotek Media	TMS Entertainment	Game	3 min. per ep.	G - All Ages	"8774"	8622	4442	15	88	3355	44	83	872	167	79	188	362	609	453	176	76	43	37	"Mecha
           

            Mecha"	"Kids
           

            Kids"							
10263	Sonic X Pilot		Action, Adventure, Comedy, Sci-Fi, Mecha, Kids	Unknown	ソニック X	Special	2	2001 to 2003	Unknown	Unknown	Discotek Media	TMS Entertainment	Game	3 min. per ep.	G - All Ages	"8774"	8622	4442	15	88	3355	44	83	872	167	79	188	362	609	453	176	76	43	37	"Mecha
           

            Mecha"	"Kids
           

            Kids"							
10286	Soukou Kijo Iris Special		Supernatural, Hentai	Unknown	装甲騎女イリス	Special	1	May 21, 2010	Unknown	Pixy	Unknown	Anime Antenna Iinkai	Visual novel	3 min.	Rx - Hentai	"N/A"	9846	2880	2	242	1639	127	127	745	95	45	124	197	222	180	84	38	31	37									
10286	Soukou Kijo Iris Special		Supernatural, Hentai	Unknown	装甲騎女イリス	Special	1	May 21, 2010	Unknown	Pixy	Unknown	Anime Antenna Iinkai	Visual novel	3 min.	Rx - Hentai	"N/A"	9846	2880	2	242	1639	127	127	745	95	45	124	197	222	180	84	38	31	37									
10950	Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi		Comedy, Sci-Fi, Mecha	Ghost in the Shell:Stand Alone Complex:Solid State Society 3D:Tachikomatic Days	攻殻機動隊 S.A.C. Solid State Society 3D タチコマな日々	Special	3	Jul 22, 2011	Unknown	Unknown	Unknown	Production I.G	Unknown	4 min. per ep.	PG - Children	"6126"	7894	5593	6	156	2269	165	191	2812	132	92	163	321	290	194	53	28	11	31	"Mecha
            

             Mecha"								
10950	Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi		Comedy, Sci-Fi, Mecha	Ghost in the Shell:Stand Alone Complex:Solid State Society 3D:Tachikomatic Days	攻殻機動隊 S.A.C. Solid State Society 3D タチコマな日々	Special	3	Jul 22, 2011	Unknown	Unknown	Unknown	Production I.G	Unknown	4 min. per ep.	PG - Children	"6126"	7894	5593	6	156	2269	165	191	2812	132	92	163	321	290	194	53	28	11	31	"Mecha
            

             Mecha"								
10954	Toei Robot Girls		Sci-Fi, Mecha, Parody	Unknown	東映ロボットガールズ	ONA	1	Jul 2, 2011	Unknown	Unknown	Unknown	Toei Animation	Original	1 min.	PG-13 - Teens 13 or older	"12125"	10320	2478	1	76	1591	34	61	716	24	19	37	112	209	313	119	73	44	55			"Mecha
           

            Mecha
           
           ,
           
            Parody
           

            Parody"	"Sci-Fi
           

            Sci-Fi"					
10954	Toei Robot Girls		Sci-Fi, Mecha, Parody	Unknown	東映ロボットガールズ	ONA	1	Jul 2, 2011	Unknown	Unknown	Unknown	Toei Animation	Original	1 min.	PG-13 - Teens 13 or older	"12125"	10320	2478	1	76	1591	34	61	716	24	19	37	112	209	313	119	73	44	55			"Mecha
           

            Mecha
           
           ,
           
            Parody
           

            Parody"	"Sci-Fi
           

            Sci-Fi"					
10999	Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon		Sci-Fi, Sports, Super Power, Team Sports	Inazuma Eleven GO:The Ultimate Bond Griffon	劇場版イナズマイレブンGO 究極の絆 グリフォン	Movie	1	Dec 23, 2011	Unknown	Studio Jack, Dentsu Tec	Unknown	OLM	Game	1 hr. 30 min.	G - All Ages	"2066"	4955	17904	22	347	14824	139	201	2393	1222	1234	2292	2859	1369	566	169	74	32	53			"Super Power
            

             Super Power
            
            ,
            
             Team Sports
            

             Team Sports"						
10999	Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon		Sci-Fi, Sports, Super Power, Team Sports	Inazuma Eleven GO:The Ultimate Bond Griffon	劇場版イナズマイレブンGO 究極の絆 グリフォン	Movie	1	Dec 23, 2011	Unknown	Studio Jack, Dentsu Tec	Unknown	OLM	Game	1 hr. 30 min.	G - All Ages	"2066"	4955	17904	22	347	14824	139	201	2393	1222	1234	2292	2859	1369	566	169	74	32	53			"Super Power
            

             Super Power
            
            ,
            
             Team Sports
            

             Team Sports"						
11569	Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso		Fantasy, Mahou Shoujo, Music	Unknown	プリキュアオールスターズDX the DANCE LIVE♥ ～ミラクルダンスステージへようこそ～	OVA	1	Nov 25, 2011	Unknown	Unknown	Unknown	Toei Animation	Original	14 min.	G - All Ages	"4539"	10047	2697	2	91	1442	63	110	991	136	79	112	231	150	88	27	16	11	16			"Mahou Shoujo
           

            Mahou Shoujo
           
           ,
           
            Music
           

            Music"	"Fantasy
           

            Fantasy"					
11569	Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso		Fantasy, Mahou Shoujo, Music	Unknown	プリキュアオールスターズDX the DANCE LIVE♥ ～ミラクルダンスステージへようこそ～	OVA	1	Nov 25, 2011	Unknown	Unknown	Unknown	Toei Animation	Original	14 min.	G - All Ages	"4539"	10047	2697	2	91	1442	63	110	991	136	79	112	231	150	88	27	16	11	16			"Mahou Shoujo
           

            Mahou Shoujo
           
           ,
           
            Music
           

            Music"	"Fantasy
           

            Fantasy"					
11733	Chi-Sui Maru 2nd Season		Comedy	Unknown	ちーすい丸	TV	34	Jan 15, 2011 to Sep 24, 2011	Winter 2011	Unknown	Unknown	Unknown	Unknown	5 min. per ep.	G - All Ages	"18905"	16686	396	0	28	107	18	100	143	9	Unknown	Unknown	5	10	9	11	1	4	10				"Comedy
           

            Comedy"					
11733	Chi-Sui Maru 2nd Season		Comedy	Unknown	ちーすい丸	TV	34	Jan 15, 2011 to Sep 24, 2011	Winter 2011	Unknown	Unknown	Unknown	Unknown	5 min. per ep.	G - All Ages	"18905"	16686	396	0	28	107	18	100	143	9	Unknown	Unknown	5	10	9	11	1	4	10				"Comedy
           

            Comedy"					
11783	Dog Days'		Action, Adventure, Fantasy, Isekai	Unknown	ドッグデイズ'	TV	13	Jul 7, 2012 to Sep 29, 2012	Summer 2012	Aniplex, Good Smile Company	Unknown	Seven Arcs	Original	23 min. per ep.	PG-13 - Teens 13 or older	"4135"	1962	103909	146	4034	75784	2842	3591	17658	3376	5186	11276	15952	9819	5009	1909	897	399	288	"Isekai
           

            Isekai"				Dog Days´	Dog Days´			
11783	Dog Days'		Action, Adventure, Fantasy, Isekai	Unknown	ドッグデイズ'	TV	13	Jul 7, 2012 to Sep 29, 2012	Summer 2012	Aniplex, Good Smile Company	Unknown	Seven Arcs	Original	23 min. per ep.	PG-13 - Teens 13 or older	"4135"	1962	103909	146	4034	75784	2842	3591	17658	3376	5186	11276	15952	9819	5009	1909	897	399	288	"Isekai
           

            Isekai"				Dog Days´	Dog Days´			
12027	Anne no Nikki: Anne Frank Monogatari		Drama, Historical	Unknown	アンネの日記　アンネ・フランク物語	Special	1	Sep 28, 1979	Unknown	Unknown	Unknown	Nippon Animation	Book	1 hr. 22 min.	Unknown	"8757"	12731	1107	1	50	337	38	131	551	32	7	21	57	43	22	11	6	6	25	"Historical
           

            Historical"			"Drama
           

            Drama"					
12027	Anne no Nikki: Anne Frank Monogatari		Drama, Historical	Unknown	アンネの日記　アンネ・フランク物語	Special	1	Sep 28, 1979	Unknown	Unknown	Unknown	Nippon Animation	Book	1 hr. 22 min.	Unknown	"8757"	12731	1107	1	50	337	38	131	551	32	7	21	57	43	22	11	6	6	25	"Historical
           

            Historical"			"Drama
           

            Drama"					
12069	Hajime no Ippo: Boxer no Kobushi		Sports, Combat Sports, Shounen	Fighting Spirit Special	はじめの一歩 THE FIGHTING! ボクサーの拳	Special	1	Mar 21, 2003	Unknown	VAP	Discotek Media, Geneon Entertainment USA	Madhouse	Manga	23 min.	PG-13 - Teens 13 or older	"495"	2894	54232	78	998	45699	301	317	6917	4872	6487	11184	6496	1698	597	96	37	69	74	"Combat Sports
            

             Combat Sports"	"Shounen
            

             Shounen"		"Sports
            

             Sports"					
12069	Hajime no Ippo: Boxer no Kobushi		Sports, Combat Sports, Shounen	Fighting Spirit Special	はじめの一歩 THE FIGHTING! ボクサーの拳	Special	1	Mar 21, 2003	Unknown	VAP	Discotek Media, Geneon Entertainment USA	Madhouse	Manga	23 min.	PG-13 - Teens 13 or older	"495"	2894	54232	78	998	45699	301	317	6917	4872	6487	11184	6496	1698	597	96	37	69	74	"Combat Sports
            

             Combat Sports"	"Shounen
            

             Shounen"		"Sports
            

             Sports"					
12149	AKB0048		Sci-Fi, Idols (Female), Music	AKB0048	AKB0048	TV	13	Apr 29, 2012 to Jul 22, 2012	Spring 2012	Starchild Records, Magic Capsule, GANSIS	Sentai Filmworks	Satelight	Original	23 min. per ep.	PG-13 - Teens 13 or older	"2389"	2707	61404	667	2365	35919	1931	3467	17722	3052	3997	6313	7112	3867	2038	987	449	237	220			"Idols (Female)
           

            Idols (Female)
           
           ,
           
            Music
           

            Music"	"Sci-Fi
           

            Sci-Fi"					
12149	AKB0048		Sci-Fi, Idols (Female), Music	AKB0048	AKB0048	TV	13	Apr 29, 2012 to Jul 22, 2012	Spring 2012	Starchild Records, Magic Capsule, GANSIS	Sentai Filmworks	Satelight	Original	23 min. per ep.	PG-13 - Teens 13 or older	"2389"	2707	61404	667	2365	35919	1931	3467	17722	3052	3997	6313	7112	3867	2038	987	449	237	220			"Idols (Female)
           

            Idols (Female)
           
           ,
           
            Music
           

            Music"	"Sci-Fi
           

            Sci-Fi"					
12337	Soukou Kihei Votoms Recaps		Action, Drama, Sci-Fi, Mecha, Military	Armored Trooper Votoms Recaps	装甲騎兵ボトムズ	OVA	4	Feb 21, 1986 to Feb 20, 1988	Unknown	Unknown	Unknown	Sunrise	Original	57 min. per ep.	PG-13 - Teens 13 or older	"9100"	12954	1037	0	59	404	21	105	448	18	7	17	52	57	46	17	7	4	12			"Mecha
            

             Mecha
            
            ,
            
             Military
            

             Military"						
12337	Soukou Kihei Votoms Recaps		Action, Drama, Sci-Fi, Mecha, Military	Armored Trooper Votoms Recaps	装甲騎兵ボトムズ	OVA	4	Feb 21, 1986 to Feb 20, 1988	Unknown	Unknown	Unknown	Sunrise	Original	57 min. per ep.	PG-13 - Teens 13 or older	"9100"	12954	1037	0	59	404	21	105	448	18	7	17	52	57	46	17	7	4	12			"Mecha
            

             Mecha
            
            ,
            
             Military
            

             Military"						
12657	Tongari Boushi no Memole: Marielle no Housekibako		Fantasy	Unknown	とんがり帽子のメモル マリエルの宝石箱	OVA	1	Jul 21, 1985	Unknown	Unknown	Unknown	Toei Animation	Original	1 hr. 15 min.	G - All Ages	"7943"	14241	712	0	40	293	12	81	286	21	11	17	36	33	40	8	3	8	8				"Fantasy
           

            Fantasy"					
